Power [kW]
73.27
82.77
63.80
94.33
111.23
80.70
168.92
158.26
234.72
166.68
286.38
364.43
405.02
400.85
391.45
380.83
399.97
326.63
320.57
270.22
248.56
212.63
34.59
159.85
97.96
69.04
73.22
83.05
85.15
88.24
209.74
201.20
414.54
518.12
493.71
571.15
520.58
512.33
502.85
494.40
515.04
535.85
501.79
461.98
388.61
213.33
23.85
175.54
81.55
82.34
90.81
71.20
144.24
148.24
254.11
227.54
419.87
532.10
515.16
593.01
546.23
539.45
529.47
520.79
541.01
560.68
522.24
466.28
390.34
214.20
19.36
154.90
100.36
85.64
58.10
85.41
101.14
75.18
209.38
201.61
414.71
517.83
493.90
571.21
519.97
512.21
502.71
494.11
514.62
535.16
501.24
460.72
387.44
212.45
46.14
176.50
97.78
58.71
83.64
82.44
74.86
98.64
209.79
201.16
414.51
518.17
493.62
571.05
520.25
511.76
502.24
493.65
514.19
534.65
500.89
460.15
386.81
212.10
56.50
177.53
97.47
60.15
81.67
82.38
116.27
137.75
251.26
224.12
414.80
518.38
493.69
571.14
520.53
512.14
502.58
494.06
514.64
535.19
501.28
444.38
372.13
200.70
40.13
175.34
93.43
54.70
77.12
78.21
71.19
92.50
163.88
155.53
324.53
400.32
494.94
571.94
522.25
517.59
511.47
504.91
527.26
549.21
468.77
335.07
308.60
179.08
17.73
180.94
108.21
71.12
100.43
99.37
92.10
117.38
179.13
172.11
248.32
180.09
294.07
367.25
402.50
396.70
386.99
378.19
398.51
325.68
319.92
268.70
247.26
212.00
53.94
172.04
90.88
63.38
82.78
76.68
79.78
97.86
209.73
201.05
414.45
518.17
493.48
571.01
520.30
511.75
502.25
493.72
514.27
534.75
500.93
460.23
386.81
212.06
59.53
177.41
93.10
63.33
81.09
78.29
119.55
137.25
251.08
223.81
414.64
518.17
493.57
571.07
520.51
512.00
502.42
493.93
514.54
535.02
501.13
444.10
371.79
200.45
54.23
177.30
99.30
58.82
82.17
84.53
75.48
97.71
210.21
201.85
415.01
519.24
494.76
571.71
521.93
517.25
511.13
505.66
528.99
551.07
513.82
474.75
400.25
224.42
33.88
184.88
90.01
90.23
93.70
70.02
96.81
101.43
210.76
202.64
415.46
519.43
495.49
572.29
521.86
514.71
504.92
495.85
515.70
536.02
501.65
460.88
387.84
212.64
46.56
176.72
96.27
61.04
84.47
81.41
116.84
140.35
251.65
224.79
415.21
519.14
494.95
572.99
526.16
522.90
517.92
513.85
527.67
559.65
524.73
475.07
405.59
235.46
53.05
143.51
72.28
60.16
62.20
60.67
64.92
84.18
176.83
164.58
328.69
403.58
500.87
576.85
524.05
516.87
506.74
497.66
507.26
537.72
457.72
321.34
295.83
166.49
17.86
163.70
69.85
71.64
79.35
59.09
88.25
94.48
163.70
155.28
233.71
164.68
284.61
363.02
402.61
395.70
385.99
377.34
387.49
325.26
319.91
269.40
247.45
212.11
35.00
171.62
92.70
54.20
76.76
77.77
70.89
92.42
163.81
155.71
235.49
169.83
294.17
373.60
416.31
409.63
404.98
399.11
409.67
346.11
336.85
287.53
263.23
225.32
35.77
177.93
83.56
90.56
93.67
65.01
138.00
140.99
251.49
224.35
414.81
517.53
493.63
571.06
519.55
511.60
502.09
493.46
503.63
534.24
500.69
443.12
370.93
200.02
61.00
177.61
74.17
80.56
82.10
58.45
96.44
97.26
209.50
200.56
414.26
517.68
492.93
570.68
519.97
511.04
501.59
493.03
503.32
534.11
500.66
459.88
386.35
211.90
61.99
179.16
72.40
80.35
83.62
56.70
96.42
98.84
209.52
200.58
414.27
517.75
492.98
570.72
520.04
511.19
501.72
493.19
503.48
534.30
500.74
460.27
386.76
212.16
48.71
176.83
99.58
58.64
81.89
84.27
115.06
138.52
251.50
224.61
415.10
519.03
494.38
571.56
521.50
513.63
503.97
495.78
506.33
536.67
501.98
445.17
373.01
201.12
44.66
177.48
92.47
55.49
77.06
77.68
72.01
93.00
164.14
156.08
324.85
400.65
495.39
573.76
525.96
519.77
512.84
506.49
518.43
549.54
467.21
331.16
302.61
170.27
39.12
152.44
87.28
79.76
59.37
72.04
95.75
74.41
162.60
154.99
233.51
163.93
283.97
362.69
401.78
394.97
385.49
376.86
387.06
324.78
319.63
269.11
247.04
211.89
56.94
172.62
69.53
81.59
83.39
54.82
97.41
98.51
209.49
200.47
414.23
517.57
492.88
570.65
519.95
511.05
501.60
493.06
503.34
534.13
500.69
460.08
386.53
211.96
59.76
177.35
93.23
63.36
81.31
78.48
119.78
137.52
251.16
223.97
414.73
518.40
493.71
571.14
520.62
512.23
502.74
494.34
504.79
535.67
501.54
444.88
372.56
200.86
50.47
177.00
100.20
59.68
82.96
84.85
75.46
97.45
210.22
201.78
414.91
518.72
494.27
571.39
520.66
513.05
504.01
495.46
505.51
536.25
501.93
462.00
389.85
216.82
25.62
182.70
90.12
89.74
99.75
81.96
113.22
119.63
223.90
217.63
430.51
540.47
517.93
596.69
556.86
563.32
563.89
562.05
568.94
610.50
568.91
536.67
461.65
278.37
84.26
170.23
106.22
87.98
89.31
90.56
150.68
150.91
338.16
321.90
500.77
614.02
597.22
657.29
616.24
596.06
562.54
540.06
