Power [kW]
47.69
45.34
44.64
42.04
68.04
77.07
168.30
161.47
239.66
238.47
256.31
268.29
284.08
290.24
291.71
285.48
250.93
197.30
145.64
135.23
107.11
117.65
91.79
82.19
76.57
72.59
68.19
63.88
183.20
190.10
440.45
565.08
598.13
634.42
653.57
667.08
640.07
682.34
682.43
680.32
686.64
686.39
382.58
371.90
214.43
175.38
81.42
87.67
74.91
75.17
72.50
68.05
193.26
212.85
480.10
621.15
650.68
668.20
667.38
668.99
631.51
662.38
662.79
663.96
680.27
693.13
404.17
402.32
253.00
213.72
112.35
109.90
94.08
94.31
94.58
93.45
211.76
221.15
477.79
603.73
638.88
675.60
686.87
696.26
673.32
713.25
718.17
718.66
726.31
726.46
407.32
384.23
223.87
178.03
80.46
85.11
66.76
65.72
63.40
62.07
182.00
186.78
442.09
573.07
612.67
651.81
666.43
677.29
654.04
694.22
699.37
702.03
709.58
708.24
390.27
370.43
209.43
170.56
66.70
62.78
47.60
46.63
43.89
41.48
164.29
169.71
425.03
551.24
591.91
643.94
671.12
686.08
664.60
709.88
720.78
727.66
740.43
743.89
414.40
386.72
225.43
181.79
75.96
75.32
57.68
53.01
52.56
49.68
74.38
74.07
156.85
285.38
302.81
433.70
455.72
460.79
433.21
413.32
400.68
305.98
317.47
284.30
233.36
231.80
106.96
104.24
81.37
82.74
50.85
51.80
58.34
58.11
84.23
86.84
178.17
170.68
243.74
236.77
232.56
231.36
228.63
222.84
229.72
234.97
220.82
178.63
130.34
118.70
82.32
75.97
43.93
41.27
42.24
42.54
40.48
38.48
157.68
166.06
419.62
546.76
581.88
617.52
630.03
636.74
604.44
638.11
639.39
640.36
652.79
658.69
358.81
350.76
196.87
159.31
56.69
54.34
39.69
38.16
36.44
34.62
157.95
165.49
420.04
546.19
581.42
617.88
635.06
650.27
626.61
665.63
666.52
664.81
677.22
680.10
370.60
354.61
196.12
161.20
64.68
66.67
55.77
55.66
50.74
48.28
170.13
178.33
433.07
563.46
604.05
634.91
638.88
642.18
612.49
655.79
668.87
679.10
696.84
715.32
416.70
391.62
219.75
177.65
78.06
74.62
58.35
55.55
52.35
48.64
165.90
174.43
433.43
567.59
620.95
683.80
708.87
717.23
680.85
715.79
718.37
719.14
735.86
739.44
408.45
381.84
220.24
179.59
69.36
68.13
59.15
54.26
50.12
44.68
167.06
179.19
430.42
554.64
595.07
646.57
688.23
713.91
674.40
697.79
687.31
678.07
685.90
696.71
388.29
371.94
212.70
176.61
76.08
78.23
67.95
69.18
69.61
69.12
138.37
163.77
246.45
373.32
380.89
483.84
490.50
499.53
472.63
468.93
471.42
388.92
399.97
373.64
313.78
298.80
170.00
155.05
115.13
109.47
80.04
78.79
78.56
73.66
98.09
99.64
180.52
177.33
260.56
244.75
248.86
256.16
262.12
265.88
271.10
275.35
254.01
213.71
163.88
149.20
111.69
107.10
78.35
81.65
71.76
68.74
69.34
68.82
94.09
92.67
174.28
165.42
254.93
278.07
283.27
285.84
290.65
263.77
251.80
251.74
236.59
200.06
145.62
124.10
90.89
91.54
61.48
61.03
69.70
79.51
81.98
90.01
216.05
221.10
465.40
581.07
606.06
637.79
658.13
673.33
645.48
683.28
682.26
676.71
683.18
690.74
387.04
373.35
215.12
173.80
67.31
65.25
51.84
48.79
47.03
44.53
165.92
173.63
429.35
555.15
587.92
621.00
632.85
642.14
613.35
649.57
653.76
655.44
661.37
669.76
364.99
354.44
198.49
160.55
59.43
58.27
44.20
43.23
42.06
41.24
162.66
169.82
425.32
552.46
586.39
621.39
636.12
650.91
632.87
686.13
699.62
706.30
715.15
723.13
401.59
380.91
217.53
173.63
71.49
77.43
62.63
55.44
53.27
52.96
180.29
194.83
459.41
598.75
640.44
681.71
678.80
665.41
624.98
659.60
663.28
666.01
678.95
692.17
374.72
352.28
194.09
157.94
54.96
51.51
36.38
33.94
33.57
33.06
62.52
66.89
152.81
279.50
286.38
404.44
426.86
441.60
427.95
417.82
408.50
309.00
313.31
288.14
232.41
224.51
103.60
107.03
81.16
85.00
61.09
54.72
46.54
45.32
72.90
75.00
163.17
158.42
233.67
228.34
233.54
232.52
235.96
227.08
221.08
220.76
201.05
163.52
108.16
98.85
73.39
72.39
37.80
36.87
39.26
38.51
18.93
0.00
123.38
124.87
383.45
511.51
543.44
623.95
628.97
629.69
591.43
623.24
625.08
626.96
639.62
653.02
352.00
344.03
192.04
160.13
59.82
59.41
47.63
46.95
46.33
43.71
166.43
174.36
427.58
552.52
586.30
618.17
627.31
631.80
598.54
638.22
643.11
643.01
652.16
664.82
355.11
338.98
185.19
148.10
46.71
47.73
36.47
36.80
36.45
35.53
154.67
161.18
416.56
546.43
586.31
625.39
646.65
669.40
655.83
707.46
719.58
716.35
723.06
731.31
407.73
385.60
228.33
193.95
90.69
83.75
66.29
61.85
63.86
68.48
188.12
205.26
471.09
607.76
639.35
664.80
666.93
655.88
613.35
647.73
650.39
651.84
661.20
682.65
381.41
373.94
222.15
188.63
91.09
97.57
88.02
90.43
95.08
98.21
224.72
227.43
487.91
615.21
647.92
681.35
689.77
690.99
650.89
662.68
650.03
649.85
659.27
683.56
385.29
379.03
232.79
200.76
101.59
101.98
93.60
99.48
102.68
104.47
132.69
128.04
211.26
339.73
345.03
460.35
476.33
484.79
455.05
441.25
442.36
350.19
355.35
326.72
263.36
250.95
124.22
121.13
89.92
88.69
65.37
66.55
63.94
60.77
90.03
93.82
178.50
170.18
245.73
244.40
264.52
282.49
292.10
283.14
284.72
283.30
258.49
230.56
187.54
180.33
148.91
144.75
108.47
104.24
108.02
101.86
93.21
86.26
202.75
211.63
465.98
591.06
638.44
679.10
688.25
692.80
659.66
695.97
702.66
703.25
706.02
721.09
411.42
394.80
235.39
197.71
94.60
88.26
73.00
68.06
60.94
58.69
181.07
184.54
436.86
565.01
615.96
660.37
684.57
704.14
675.30
711.30
712.10
714.13
719.42
733.26
417.97
400.39
245.56
204.54
94.62
88.30
78.51
75.10
67.61
61.03
178.76
185.65
441.13
568.75
614.57
653.11
666.68
675.00
644.83
682.89
688.59
693.41
700.00
713.06
394.47
373.56
210.73
167.05
65.44
70.01
62.08
62.11
59.98
57.56
176.85
184.06
441.28
572.00
620.28
662.26
681.83
694.08
666.18
706.46
712.47
717.10
725.28
743.26
418.47
391.97
228.36
184.19
76.75
71.03
53.09
48.59
45.22
42.58
166.50
179.27
443.74
576.50
621.27
657.94
667.58
668.75
629.76
668.91
688.55
707.83
717.58
737.10
428.93
410.72
258.42
226.05
129.79
130.95
119.11
114.14
104.72
95.91
119.10
119.37
205.76
335.69
349.80
460.61
473.06
481.80
460.82
456.78
455.79
362.23
362.16
339.00
281.78
263.69
122.79
105.96
70.86
69.18
40.46
39.14
37.24
35.62
63.52
66.02
153.16
142.75
222.85
219.49
232.60
240.12
245.35
241.36
240.32
238.50
209.94
173.19
119.67
109.02
77.53
74.63
44.39
42.61
43.83
43.08
42.98
42.86
163.26
173.46
427.44
548.87
584.89
615.00
623.75
629.53
596.92
632.87
636.98
640.76
649.44
667.24
366.35
357.53
203.37
166.45
64.47
63.10
49.41
47.74
46.00
44.25
166.60
173.22
427.23
549.52
589.88
625.58
640.09
651.66
625.42
666.60
676.27
688.50
699.42
707.91
396.64
377.00
215.22
173.13
67.81
64.26
48.58
45.64
43.57
41.75
161.77
169.09
424.53
551.12
598.39
644.00
667.55
685.84
671.16
723.66
736.23
738.35
741.82
739.78
404.06
376.09
218.28
180.81
75.45
69.42
51.36
46.86
44.00
41.35
160.52
166.43
421.44
548.14
597.92
648.10
677.48
707.95
695.08
727.68
727.37
727.03
731.52
743.47
447.27
437.45
282.11
246.74
142.92
133.42
110.83
102.26
95.87
91.34
211.12
222.91
484.91
625.04
679.92
713.20
721.26
722.57
681.58
713.71
716.95
720.33
725.33
734.68
432.29
424.06
272.10
235.96
124.20
105.37
74.76
66.39
66.71
68.51
97.09
97.46
182.25
315.73
345.22
462.64
470.27
467.60
436.16
429.71
430.15
348.00
355.36
332.15
283.88
275.60
150.42
147.75
121.21
125.32
101.39
102.49
103.20
102.53
122.91
118.12
198.49
196.82
283.39
280.04
288.02
288.77
287.04
279.69
277.42
275.80
253.12
219.92
179.24
168.01
132.50
124.19
88.12
85.18
86.44
86.64
89.13
91.29
213.19
217.55
466.45
592.02
628.54
657.46
667.17
675.72
647.34
688.94
701.20
712.37
720.49
732.53
441.27
435.78
283.44
244.28
144.57
146.61
135.31
135.69
136.15
136.75
260.55
264.81
516.96
647.61
690.04
725.75
734.77
736.05
698.26
728.53
727.85
725.19
729.95
744.93
448.46
440.73
288.40
252.97
152.09
150.40
136.67
133.59
127.30
120.47
236.17
245.13
496.21
626.91
668.24
703.34
716.82
726.38
696.79
730.17
729.56
729.34
735.76
749.79
450.89
426.54
261.93
217.51
109.34
101.63
81.40
73.88
67.47
63.04
180.57
185.18
434.83
567.81
615.35
657.43
675.61
688.71
663.76
707.64
717.42
725.77
728.47
726.82
401.06
375.85
214.03
172.89
68.30
66.19
51.60
49.21
47.30
45.54
167.77
173.05
423.16
553.19
598.60
640.14
660.48
675.24
650.18
689.81
695.40
700.85
705.59
711.16
394.85
373.16
213.53
173.79
70.35
68.05
53.34
51.38
50.17
49.09
75.66
74.74
153.69
279.78
294.85
419.06
442.92
457.75
444.00
452.33
463.37
378.78
375.42
331.74
264.31
250.43
127.65
127.77
99.19
98.67
69.76
66.54
62.69
58.90
85.43
85.76
165.92
159.17
239.79
240.73
262.13
281.72
290.30
284.07
282.82
281.35
254.97
212.07
163.82
149.22
117.70
115.82
84.23
77.80
59.13
54.64
53.57
53.15
78.72
73.74
149.80
140.20
216.85
210.29
218.04
222.03
223.53
218.25
218.49
218.48
194.92
155.05
116.68
110.25
83.82
86.10
59.90
62.13
67.20
67.88
67.84
66.84
188.92
200.83
449.72
578.27
621.57
659.41
673.24
683.17
654.10
691.53
693.00
693.30
695.02
695.49
397.13
380.47
221.10
180.39
76.80
74.54
59.75
56.49
53.60
50.94
170.50
178.41
428.23
561.51
614.33
663.91
693.01
716.63
687.71
719.04
722.14
721.91
729.76
740.57
456.07
449.21
292.78
254.45
150.45
146.85
131.45
131.54
133.18
133.70
251.37
248.82
497.76
623.37
657.72
688.73
698.83
700.09
663.26
696.46
699.18
701.88
709.75
721.94
434.76
426.89
271.66
231.46
128.65
126.36
108.40
101.62
94.32
87.77
207.41
222.52
474.27
607.69
645.27
675.86
683.71
687.16
650.38
678.19
673.69
669.36
661.50
661.81
373.34
368.95
217.54
181.95
79.52
79.33
67.46
72.36
81.74
92.21
124.12
124.94
201.55
327.32
345.92
467.01
477.47
476.79
444.96
439.41
442.09
363.75
372.97
343.10
298.95
293.37
173.83
175.81
146.78
144.99
116.02
113.28
110.04
105.59
128.53
127.48
202.40
207.89
285.45
281.75
291.02
293.57
293.66
286.35
285.65
284.75
263.20
225.73
190.55
181.77
147.60
144.19
116.35
117.42
121.90
122.61
121.68
121.58
242.82
245.78
490.84
624.28
658.14
685.14
685.03
677.29
630.06
655.69
654.07
652.24
655.60
662.41
374.68
367.99
215.44
179.14
76.55
77.32
66.86
70.72
74.58
80.17
215.72
233.13
494.18
633.75
678.32
716.53
726.23
725.60
686.37
720.52
727.40
734.20
741.82
749.79
460.07
449.69
290.68
238.07
122.80
112.88
103.05
99.08
91.29
84.84
201.11
206.60
453.74
597.43
656.51
720.32
749.92
755.39
719.52
750.96
751.92
751.86
758.66
768.64
474.10
463.48
308.15
264.95
151.86
139.81
115.09
103.34
96.51
94.45
213.41
