,hospital,school,supermarket
2021-03-30 02:45:00,186.185,35.03,102.3375
2021-03-30 03:00:00,216.33,35.9,105.26
2021-03-30 03:15:00,216.82250000000002,36.58,108.54
2021-03-30 03:30:00,217.315,37.26,111.82
2021-03-30 03:45:00,217.8075,37.94,115.1
2021-03-30 04:00:00,218.3,38.62,118.38
2021-03-30 04:15:00,281.8,52.7825,143.5975
2021-03-30 04:30:00,345.3,66.945,168.815
2021-03-30 04:45:00,408.8,81.10749999999999,194.0325
2021-03-30 05:00:00,472.3,95.27,219.25
2021-03-30 05:15:00,504.6425,142.1725,217.55
2021-03-30 05:30:00,536.985,189.075,215.85
2021-03-30 05:45:00,569.3275,235.97750000000002,214.14999999999998
2021-03-30 06:00:00,601.67,282.88,212.45
2021-03-30 06:15:00,611.76,304.53999999999996,267.6175
2021-03-30 06:30:00,621.8499999999999,326.2,322.78499999999997
2021-03-30 06:45:00,631.9399999999999,347.86,377.9525
2021-03-30 07:00:00,642.03,369.52,433.12
2021-03-30 07:15:00,650.0374999999999,369.53249999999997,459.925
2021-03-30 07:30:00,658.045,369.54499999999996,486.73
2021-03-30 07:45:00,666.0525,369.5575,513.5350000000001
2021-03-30 08:00:00,674.06,369.57,540.34
2021-03-30 08:15:00,675.1524999999999,370.98,534.04
2021-03-30 08:30:00,676.2449999999999,372.39,527.74
2021-03-30 08:45:00,677.3375,373.79999999999995,521.44
2021-03-30 09:00:00,678.43,375.21,515.14
2021-03-30 09:15:00,678.3375,375.38,534.1725
2021-03-30 09:30:00,678.2449999999999,375.54999999999995,553.2049999999999
2021-03-30 09:45:00,678.1524999999999,375.71999999999997,572.2375
2021-03-30 10:00:00,678.06,375.89,591.27
2021-03-30 10:15:00,668.6724999999999,375.6175,579.2425
2021-03-30 10:30:00,659.285,375.345,567.2149999999999
2021-03-30 10:45:00,649.8975,375.0725,555.1875
2021-03-30 11:00:00,640.51,374.8,543.16
2021-03-30 11:15:00,648.2325,373.4,541.5675
2021-03-30 11:30:00,655.9549999999999,372.0,539.9749999999999
2021-03-30 11:45:00,663.6775,370.6,538.3824999999999
2021-03-30 12:00:00,671.4,369.2,536.79
2021-03-30 12:15:00,670.625,369.1425,534.4625
2021-03-30 12:30:00,669.8499999999999,369.08500000000004,532.135
2021-03-30 12:45:00,669.0749999999999,369.02750000000003,529.8075
2021-03-30 13:00:00,668.3,368.97,527.48
2021-03-30 13:15:00,667.935,367.09250000000003,525.6875
2021-03-30 13:30:00,667.5699999999999,365.21500000000003,523.895
2021-03-30 13:45:00,667.205,363.3375,522.1025
2021-03-30 14:00:00,666.84,361.46,520.31
2021-03-30 14:15:00,669.5550000000001,360.245,520.435
2021-03-30 14:30:00,672.27,359.03,520.56
2021-03-30 14:45:00,674.985,357.815,520.685
2021-03-30 15:00:00,677.7,356.6,520.81
2021-03-30 15:15:00,677.5025,337.89250000000004,520.4949999999999
2021-03-30 15:30:00,677.3050000000001,319.185,520.18
2021-03-30 15:45:00,677.1075,300.47749999999996,519.865
2021-03-30 16:00:00,676.91,281.77,519.55
2021-03-30 16:15:00,601.5525,281.7975,510.39
2021-03-30 16:30:00,526.1949999999999,281.825,501.23
2021-03-30 16:45:00,450.8375,281.85249999999996,492.07
2021-03-30 17:00:00,375.48,281.88,482.91
2021-03-30 17:15:00,379.615,286.2975,483.8475
2021-03-30 17:30:00,383.75,290.71500000000003,484.785
2021-03-30 17:45:00,387.885,295.1325,485.7225
2021-03-30 18:00:00,392.02,299.55,486.66
2021-03-30 18:15:00,357.0075,300.435,467.4125
2021-03-30 18:30:00,321.995,301.32,448.165
2021-03-30 18:45:00,286.98249999999996,302.205,428.9175
2021-03-30 19:00:00,251.97,303.09,409.67
2021-03-30 19:15:00,247.095,235.46249999999998,364.15500000000003
2021-03-30 19:30:00,242.22,167.83499999999998,318.64
2021-03-30 19:45:00,237.345,100.20749999999998,273.125
2021-03-30 20:00:00,232.47,32.58,227.61
2021-03-30 20:15:00,205.635,32.525,175.755
2021-03-30 20:30:00,178.8,32.47,123.9
2021-03-30 20:45:00,151.965,32.415,72.04500000000002
2021-03-30 21:00:00,125.13,32.36,20.19
2021-03-30 21:15:00,122.3925,34.082499999999996,49.83
2021-03-30 21:30:00,119.655,35.805,79.47
2021-03-30 21:45:00,116.9175,37.5275,109.11
2021-03-30 22:00:00,114.18,39.25,138.75
2021-03-30 22:15:00,109.595,39.2625,127.2125
2021-03-30 22:30:00,105.01,39.275,115.675
2021-03-30 22:45:00,100.42500000000001,39.287499999999994,104.13749999999999
2021-03-30 23:00:00,95.84,39.3,92.6
2021-03-30 23:15:00,95.1725,38.902499999999996,93.2175
2021-03-30 23:30:00,94.505,38.504999999999995,93.835
2021-03-30 23:45:00,93.8375,38.1075,94.45249999999999
2021-03-31 00:00:00,93.17,37.71,95.07
2021-03-31 00:15:00,93.4525,38.292500000000004,96.60499999999999
2021-03-31 00:30:00,93.735,38.875,98.13999999999999
2021-03-31 00:45:00,94.0175,39.457499999999996,99.675
2021-03-31 01:00:00,94.3,40.04,101.21
2021-03-31 01:15:00,94.425,42.715,96.405
2021-03-31 01:30:00,94.55,45.39,91.6
2021-03-31 01:45:00,94.675,48.065,86.79499999999999
2021-03-31 02:00:00,94.8,50.74,81.99
2021-03-31 02:15:00,125.6275,51.365,99.80499999999999
2021-03-31 02:30:00,156.455,51.99,117.62
2021-03-31 02:45:00,187.28250000000003,52.615,135.435
2021-03-31 03:00:00,218.11,53.24,153.25
2021-03-31 03:15:00,218.6225,53.5025,154.48
2021-03-31 03:30:00,219.135,53.765,155.70999999999998
2021-03-31 03:45:00,219.6475,54.0275,156.94
2021-03-31 04:00:00,220.16,54.29,158.17
2021-03-31 04:15:00,283.5,64.7475,183.89499999999998
2021-03-31 04:30:00,346.84,75.205,209.62
2021-03-31 04:45:00,410.17999999999995,85.6625,235.345
2021-03-31 05:00:00,473.52,96.12,261.07
2021-03-31 05:15:00,505.6725,142.67000000000002,254.9325
2021-03-31 05:30:00,537.825,189.22,248.79500000000002
2021-03-31 05:45:00,569.9775,235.76999999999998,242.6575
2021-03-31 06:00:00,602.13,282.32,236.52
2021-03-31 06:15:00,611.7425000000001,303.8975,286.065
2021-03-31 06:30:00,621.355,325.475,335.61
2021-03-31 06:45:00,630.9675,347.0525,385.155
2021-03-31 07:00:00,640.58,368.63,434.7
2021-03-31 07:15:00,648.3025,368.6225,461.6475
2021-03-31 07:30:00,656.0250000000001,368.615,488.595
2021-03-31 07:45:00,663.7475000000001,368.6075,515.5425
2021-03-31 08:00:00,671.47,368.6,542.49
2021-03-31 08:15:00,671.4925000000001,369.95500000000004,536.54
2021-03-31 08:30:00,671.515,371.31,530.59
2021-03-31 08:45:00,671.5374999999999,372.66499999999996,524.6400000000001
2021-03-31 09:00:00,671.56,374.02,518.69
2021-03-31 09:15:00,670.9849999999999,374.1975,537.98
2021-03-31 09:30:00,670.41,374.375,557.27
2021-03-31 09:45:00,669.835,374.5525,576.5600000000001
2021-03-31 10:00:00,669.26,374.73,595.85
2021-03-31 10:15:00,659.1424999999999,374.4725,584.3675000000001
2021-03-31 10:30:00,649.025,374.21500000000003,572.885
2021-03-31 10:45:00,638.9075,373.9575,561.4024999999999
2021-03-31 11:00:00,628.79,373.7,549.92
2021-03-31 11:15:00,636.11,372.2875,548.6999999999999
2021-03-31 11:30:00,643.4300000000001,370.875,547.48
2021-03-31 11:45:00,650.75,369.4625,546.26
2021-03-31 12:00:00,658.07,368.05,545.04
2021-03-31 12:15:00,658.2325000000001,368.04,542.75
2021-03-31 12:30:00,658.395,368.03,540.46
2021-03-31 12:45:00,658.5575,368.02,538.17
2021-03-31 13:00:00,658.72,368.01,535.88
2021-03-31 13:15:00,659.1525,366.15,534.045
2021-03-31 13:30:00,659.585,364.28999999999996,532.21
2021-03-31 13:45:00,660.0175,362.43,530.375
2021-03-31 14:00:00,660.45,360.57,528.54
2021-03-31 14:15:00,661.6400000000001,359.3775,528.775
2021-03-31 14:30:00,662.83,358.185,529.01
2021-03-31 14:45:00,664.02,356.9925,529.245
2021-03-31 15:00:00,665.21,355.8,529.48
2021-03-31 15:15:00,665.095,337.08500000000004,529.665
2021-03-31 15:30:00,664.98,318.37,529.85
2021-03-31 15:45:00,664.865,299.655,530.0350000000001
2021-03-31 16:00:00,664.75,280.94,530.22
2021-03-31 16:15:00,589.08,280.9475,520.71
2021-03-31 16:30:00,513.41,280.95500000000004,511.20000000000005
2021-03-31 16:45:00,437.74,280.96250000000003,501.69
2021-03-31 17:00:00,362.07,280.97,492.18
2021-03-31 17:15:00,364.055,285.265,489.5525
2021-03-31 17:30:00,366.03999999999996,289.56,486.925
2021-03-31 17:45:00,368.025,293.855,484.2975
2021-03-31 18:00:00,370.01,298.15,481.67
2021-03-31 18:15:00,331.645,299.0125,463.4575
2021-03-31 18:30:00,293.28,299.875,445.245
2021-03-31 18:45:00,254.91500000000002,300.7375,427.0325
2021-03-31 19:00:00,216.55,301.6,408.82
2021-03-31 19:15:00,208.2175,234.3025,364.9125
2021-03-31 19:30:00,199.885,167.005,321.005
2021-03-31 19:45:00,191.5525,99.70749999999998,277.09749999999997
2021-03-31 20:00:00,183.22,32.41,233.19
2021-03-31 20:15:00,157.92,32.425,186.23
2021-03-31 20:30:00,132.62,32.44,139.26999999999998
2021-03-31 20:45:00,107.32,32.455,92.31
2021-03-31 21:00:00,82.02,32.47,45.35
2021-03-31 21:15:00,82.66499999999999,32.7025,67.555
2021-03-31 21:30:00,83.31,32.935,89.75999999999999
2021-03-31 21:45:00,83.955,33.1675,111.965
2021-03-31 22:00:00,84.6,33.4,134.17
2021-03-31 22:15:00,81.645,33.1725,115.66749999999999
2021-03-31 22:30:00,78.69,32.945,97.16499999999999
2021-03-31 22:45:00,75.735,32.7175,78.6625
2021-03-31 23:00:00,72.78,32.49,60.16
2021-03-31 23:15:00,73.2525,32.4875,54.38249999999999
2021-03-31 23:30:00,73.725,32.485,48.605
2021-03-31 23:45:00,74.1975,32.4825,42.8275
2021-04-01 00:00:00,74.67,32.48,37.05
2021-04-01 00:15:00,75.4175,32.4775,36.777499999999996
2021-04-01 00:30:00,76.16499999999999,32.474999999999994,36.504999999999995
2021-04-01 00:45:00,76.9125,32.4725,36.2325
2021-04-01 01:00:00,77.66,32.47,35.96
2021-04-01 01:15:00,76.9675,32.47,46.9
2021-04-01 01:30:00,76.275,32.47,57.84
2021-04-01 01:45:00,75.5825,32.47,68.78
2021-04-01 02:00:00,74.89,32.47,79.72
2021-04-01 02:15:00,81.3075,32.567499999999995,89.44
2021-04-01 02:30:00,87.725,32.665,99.16
2021-04-01 02:45:00,94.1425,32.7625,108.88
2021-04-01 03:00:00,100.56,32.86,118.6
2021-04-01 03:15:00,100.435,32.8525,116.11749999999999
2021-04-01 03:30:00,100.31,32.845,113.63499999999999
2021-04-01 03:45:00,100.185,32.8375,111.1525
2021-04-01 04:00:00,100.06,32.83,108.67
2021-04-01 04:15:00,120.1525,31.125,127.8675
2021-04-01 04:30:00,140.245,29.42,147.065
2021-04-01 04:45:00,160.3375,27.715,166.2625
2021-04-01 05:00:00,180.43,26.01,185.46
2021-04-01 05:15:00,209.78,22.5625,183.845
2021-04-01 05:30:00,239.13,19.115000000000002,182.23000000000002
2021-04-01 05:45:00,268.48,15.6675,180.615
2021-04-01 06:00:00,297.83,12.22,179.0
2021-04-01 06:15:00,300.1,12.225000000000001,222.9125
2021-04-01 06:30:00,302.37,12.23,266.825
2021-04-01 06:45:00,304.64,12.235,310.73749999999995
2021-04-01 07:00:00,306.91,12.24,354.65
2021-04-01 07:15:00,333.935,12.2475,374.98
2021-04-01 07:30:00,360.96000000000004,12.254999999999999,395.31
2021-04-01 07:45:00,387.985,12.2625,415.64
2021-04-01 08:00:00,415.01,12.27,435.97
2021-04-01 08:15:00,416.81,12.2675,459.39750000000004
2021-04-01 08:30:00,418.61,12.265,482.825
2021-04-01 08:45:00,420.40999999999997,12.2625,506.25249999999994
2021-04-01 09:00:00,422.21,12.26,529.68
2021-04-01 09:15:00,422.5225,12.465,548.0575
2021-04-01 09:30:00,422.835,12.67,566.435
2021-04-01 09:45:00,423.1475,12.875,584.8125
2021-04-01 10:00:00,423.46,13.08,603.19
2021-04-01 10:15:00,416.6975,12.865,591.385
2021-04-01 10:30:00,409.935,12.65,579.58
2021-04-01 10:45:00,403.1725,12.435,567.7750000000001
2021-04-01 11:00:00,396.41,12.22,555.97
2021-04-01 11:15:00,395.1625,12.235,554.1525
2021-04-01 11:30:00,393.915,12.25,552.335
2021-04-01 11:45:00,392.6675,12.265,550.5175
2021-04-01 12:00:00,391.42,12.28,548.7
2021-04-01 12:15:00,391.9875,12.285,545.9675
2021-04-01 12:30:00,392.555,12.29,543.235
2021-04-01 12:45:00,393.1225,12.295,540.5025
2021-04-01 13:00:00,393.69,12.3,537.77
2021-04-01 13:15:00,374.305,12.2975,535.375
2021-04-01 13:30:00,354.91999999999996,12.295,532.98
2021-04-01 13:45:00,335.53499999999997,12.2925,530.585
2021-04-01 14:00:00,316.15,12.29,528.19
2021-04-01 14:15:00,318.7775,12.245,527.96
2021-04-01 14:30:00,321.405,12.2,527.73
2021-04-01 14:45:00,324.0325,12.155,527.5
2021-04-01 15:00:00,326.66,12.11,527.27
2021-04-01 15:15:00,314.665,12.1075,527.135
2021-04-01 15:30:00,302.67,12.105,527.0
2021-04-01 15:45:00,290.675,12.1025,526.865
2021-04-01 16:00:00,278.68,12.1,526.73
2021-04-01 16:15:00,264.6825,12.0975,506.365
2021-04-01 16:30:00,250.685,12.094999999999999,486.0
2021-04-01 16:45:00,236.6875,12.0925,465.635
2021-04-01 17:00:00,222.69,12.09,445.27
2021-04-01 17:15:00,224.9625,16.4625,419.93
2021-04-01 17:30:00,227.235,20.835,394.59000000000003
2021-04-01 17:45:00,229.5075,25.2075,369.25
2021-04-01 18:00:00,231.78,29.58,343.91
2021-04-01 18:15:00,202.455,30.424999999999997,339.55
2021-04-01 18:30:00,173.13,31.27,335.19000000000005
2021-04-01 18:45:00,143.805,32.115,330.83000000000004
2021-04-01 19:00:00,114.48,32.96,326.47
2021-04-01 19:15:00,114.3925,32.9125,293.38
2021-04-01 19:30:00,114.305,32.865,260.29
2021-04-01 19:45:00,114.2175,32.8175,227.20000000000002
2021-04-01 20:00:00,114.13,32.77,194.11
2021-04-01 20:15:00,107.1575,32.6875,154.28500000000003
2021-04-01 20:30:00,100.185,32.605000000000004,114.46000000000001
2021-04-01 20:45:00,93.21249999999999,32.5225,74.635
2021-04-01 21:00:00,86.24,32.44,34.81
2021-04-01 21:15:00,85.88499999999999,32.655,57.2625
2021-04-01 21:30:00,85.53,32.87,79.715
2021-04-01 21:45:00,85.175,33.084999999999994,102.1675
2021-04-01 22:00:00,84.82,33.3,124.62
2021-04-01 22:15:00,81.58749999999999,33.082499999999996,106.595
2021-04-01 22:30:00,78.35499999999999,32.864999999999995,88.57000000000001
2021-04-01 22:45:00,75.1225,32.6475,70.54500000000002
2021-04-01 23:00:00,71.89,32.43,52.52
2021-04-01 23:15:00,68.1125,33.6125,48.587500000000006
2021-04-01 23:30:00,64.33500000000001,34.795,44.655
2021-04-01 23:45:00,60.557500000000005,35.9775,40.7225
2021-04-02 00:00:00,56.78,37.16,36.79
2021-04-02 00:15:00,56.7775,39.1825,37.095
2021-04-02 00:30:00,56.775000000000006,41.205,37.4
2021-04-02 00:45:00,56.7725,43.2275,37.705
2021-04-02 01:00:00,56.77,45.25,38.01
2021-04-02 01:15:00,56.3275,45.8,47.095
2021-04-02 01:30:00,55.885000000000005,46.35,56.17999999999999
2021-04-02 01:45:00,55.4425,46.900000000000006,65.26499999999999
2021-04-02 02:00:00,55.0,47.45,74.35
2021-04-02 02:15:00,61.7425,48.2325,86.86
2021-04-02 02:30:00,68.485,49.015,99.37
2021-04-02 02:45:00,75.22749999999999,49.7975,111.88
2021-04-02 03:00:00,81.97,50.58,124.39
2021-04-02 03:15:00,82.025,51.1825,120.7175
2021-04-02 03:30:00,82.08,51.785,117.045
2021-04-02 03:45:00,82.13499999999999,52.3875,113.3725
2021-04-02 04:00:00,82.19,52.99,109.7
2021-04-02 04:15:00,100.66499999999999,50.8925,126.97500000000001
2021-04-02 04:30:00,119.14,48.795,144.25
2021-04-02 04:45:00,137.615,46.697500000000005,161.525
2021-04-02 05:00:00,156.09,44.6,178.8
2021-04-02 05:15:00,155.35750000000002,38.2775,180.3
2021-04-02 05:30:00,154.625,31.955,181.8
2021-04-02 05:45:00,153.89249999999998,25.6325,183.3
2021-04-02 06:00:00,153.16,19.31,184.8
2021-04-02 06:15:00,172.57999999999998,17.535,205.985
2021-04-02 06:30:00,192.0,15.76,227.17000000000002
2021-04-02 06:45:00,211.42000000000002,13.985,248.35500000000002
2021-04-02 07:00:00,230.84,12.21,269.54
2021-04-02 07:15:00,229.315,12.22,254.21750000000003
2021-04-02 07:30:00,227.79000000000002,12.23,238.895
2021-04-02 07:45:00,226.26500000000001,12.24,223.5725
2021-04-02 08:00:00,224.74,12.25,208.25
2021-04-02 08:15:00,226.67000000000002,12.2525,238.31
2021-04-02 08:30:00,228.60000000000002,12.254999999999999,268.37
2021-04-02 08:45:00,230.53,12.2575,298.43
2021-04-02 09:00:00,232.46,12.26,328.49
2021-04-02 09:15:00,232.91,12.4625,347.1875
2021-04-02 09:30:00,233.36,12.665,365.885
2021-04-02 09:45:00,233.81,12.8675,384.5825
2021-04-02 10:00:00,234.26,13.07,403.28
2021-04-02 10:15:00,234.1075,12.86,414.6425
2021-04-02 10:30:00,233.95499999999998,12.65,426.005
2021-04-02 10:45:00,233.8025,12.440000000000001,437.3675
2021-04-02 11:00:00,233.65,12.23,448.73
2021-04-02 11:15:00,232.08,12.25,448.2225
2021-04-02 11:30:00,230.51,12.27,447.71500000000003
2021-04-02 11:45:00,228.94,12.290000000000001,447.2075
2021-04-02 12:00:00,227.37,12.31,446.7
2021-04-02 12:15:00,227.5225,12.32,444.77
2021-04-02 12:30:00,227.675,12.33,442.84000000000003
2021-04-02 12:45:00,227.8275,12.34,440.91
2021-04-02 13:00:00,227.98,12.35,438.98
2021-04-02 13:15:00,228.02749999999997,12.3425,437.055
2021-04-02 13:30:00,228.075,12.335,435.13
2021-04-02 13:45:00,228.1225,12.3275,433.205
2021-04-02 14:00:00,228.17,12.32,431.28
2021-04-02 14:15:00,222.3425,12.2725,430.85749999999996
2021-04-02 14:30:00,216.515,12.225000000000001,430.43499999999995
2021-04-02 14:45:00,210.6875,12.1775,430.0125
2021-04-02 15:00:00,204.86,12.13,429.59
2021-04-02 15:15:00,192.8375,12.125,406.03749999999997
2021-04-02 15:30:00,180.815,12.120000000000001,382.485
2021-04-02 15:45:00,168.79250000000002,12.115,358.9325
2021-04-02 16:00:00,156.77,12.11,335.38
2021-04-02 16:15:00,144.53750000000002,12.1075,332.34749999999997
2021-04-02 16:30:00,132.305,12.105,329.315
2021-04-02 16:45:00,120.0725,12.1025,326.2825
2021-04-02 17:00:00,107.84,12.1,323.25
2021-04-02 17:15:00,109.78,16.475,319.845
2021-04-02 17:30:00,111.72,20.85,316.44
2021-04-02 17:45:00,113.66,25.225,313.03499999999997
2021-04-02 18:00:00,115.6,29.6,309.63
2021-04-02 18:15:00,109.5975,30.4475,306.2075
2021-04-02 18:30:00,103.595,31.295,302.78499999999997
2021-04-02 18:45:00,97.5925,32.1425,299.3625
2021-04-02 19:00:00,91.59,32.99,295.94
2021-04-02 19:15:00,91.455,32.94,286.0775
2021-04-02 19:30:00,91.32,32.89,276.21500000000003
2021-04-02 19:45:00,91.185,32.84,266.3525
2021-04-02 20:00:00,91.05,32.79,256.49
2021-04-02 20:15:00,83.55,32.707499999999996,205.9075
2021-04-02 20:30:00,76.05,32.625,155.325
2021-04-02 20:45:00,68.55,32.542500000000004,104.7425
2021-04-02 21:00:00,61.05,32.46,54.16
2021-04-02 21:15:00,61.239999999999995,32.6725,75.6825
2021-04-02 21:30:00,61.43,32.885000000000005,97.205
2021-04-02 21:45:00,61.620000000000005,33.097500000000004,118.72749999999999
2021-04-02 22:00:00,61.81,33.31,140.25
2021-04-02 22:15:00,58.865,33.095,121.82
2021-04-02 22:30:00,55.92,32.88,103.39
2021-04-02 22:45:00,52.975,32.665000000000006,84.96000000000001
2021-04-02 23:00:00,50.03,32.45,66.53
2021-04-02 23:15:00,54.462500000000006,32.45,63.145
2021-04-02 23:30:00,58.895,32.45,59.760000000000005
2021-04-02 23:45:00,63.3275,32.45,56.375
2021-04-03 00:00:00,67.76,32.45,52.99
2021-04-03 00:15:00,68.405,32.45,52.05
2021-04-03 00:30:00,69.05000000000001,32.45,51.11
2021-04-03 00:45:00,69.69500000000001,32.45,50.17
2021-04-03 01:00:00,70.34,32.45,49.23
2021-04-03 01:15:00,70.17,33.6175,48.707499999999996
2021-04-03 01:30:00,70.0,34.785,48.185
2021-04-03 01:45:00,69.83,35.9525,47.6625
2021-04-03 02:00:00,69.66,37.12,47.14
2021-04-03 02:15:00,99.91,40.4975,58.269999999999996
2021-04-03 02:30:00,130.16,43.875,69.4
2021-04-03 02:45:00,160.41,47.2525,80.53
2021-04-03 03:00:00,190.66,50.63,91.66
2021-04-03 03:15:00,192.0925,50.2625,96.87
2021-04-03 03:30:00,193.52499999999998,49.894999999999996,102.08
2021-04-03 03:45:00,194.95749999999998,49.527499999999996,107.28999999999999
2021-04-03 04:00:00,196.39,49.16,112.5
2021-04-03 04:15:00,258.355,60.582499999999996,139.805
2021-04-03 04:30:00,320.32,72.005,167.11
2021-04-03 04:45:00,382.28499999999997,83.4275,194.415
2021-04-03 05:00:00,444.25,94.85,221.72
2021-04-03 05:15:00,477.3175,141.5675,222.615
2021-04-03 05:30:00,510.385,188.28500000000003,223.51
2021-04-03 05:45:00,543.4525,235.00250000000003,224.405
2021-04-03 06:00:00,576.52,281.72,225.3
2021-04-03 06:15:00,586.345,303.3475,280.15500000000003
2021-04-03 06:30:00,596.1700000000001,324.975,335.01
2021-04-03 06:45:00,605.995,346.6025,389.865
2021-04-03 07:00:00,615.82,368.23,444.72
2021-04-03 07:15:00,623.21,368.2225,471.9775
2021-04-03 07:30:00,630.6,368.21500000000003,499.235
2021-04-03 07:45:00,637.99,368.2075,526.4925000000001
2021-04-03 08:00:00,645.38,368.2,553.75
2021-04-03 08:15:00,646.8575,369.6,547.5675
2021-04-03 08:30:00,648.335,371.0,541.385
2021-04-03 08:45:00,649.8125,372.4,535.2025
2021-04-03 09:00:00,651.29,373.8,529.02
2021-04-03 09:15:00,651.6274999999999,374.025,547.4125
2021-04-03 09:30:00,651.9649999999999,374.25,565.8050000000001
2021-04-03 09:45:00,652.3025,374.475,584.1975
2021-04-03 10:00:00,652.64,374.7,602.59
2021-04-03 10:15:00,642.6225,374.4625,590.9075
2021-04-03 10:30:00,632.605,374.225,579.225
2021-04-03 10:45:00,622.5875000000001,373.9875,567.5425
2021-04-03 11:00:00,612.57,373.75,555.86
2021-04-03 11:15:00,619.6650000000001,372.3325,554.835
2021-04-03 11:30:00,626.76,370.91499999999996,553.81
2021-04-03 11:45:00,633.855,369.4975,552.785
2021-04-03 12:00:00,640.95,368.08,551.76
2021-04-03 12:15:00,641.1175000000001,368.0725,549.725
2021-04-03 12:30:00,641.2850000000001,368.065,547.69
2021-04-03 12:45:00,641.4525,368.0575,545.655
2021-04-03 13:00:00,641.62,368.05,543.62
2021-04-03 13:15:00,641.745,366.2075,541.74
2021-04-03 13:30:00,641.87,364.365,539.86
2021-04-03 13:45:00,641.995,362.52250000000004,537.98
2021-04-03 14:00:00,642.12,360.68,536.1
2021-04-03 14:15:00,643.7375,359.495,536.195
2021-04-03 14:30:00,645.355,358.31,536.29
2021-04-03 14:45:00,646.9725000000001,357.125,536.385
2021-04-03 15:00:00,648.59,355.94,536.48
2021-04-03 15:15:00,648.69,337.22749999999996,536.35
2021-04-03 15:30:00,648.79,318.515,536.22
2021-04-03 15:45:00,648.89,299.8025,536.09
2021-04-03 16:00:00,648.99,281.09,535.96
2021-04-03 16:15:00,575.55,281.09,526.1875
2021-04-03 16:30:00,502.11,281.09,516.415
2021-04-03 16:45:00,428.67,281.09,506.64250000000004
2021-04-03 17:00:00,355.23,281.09,496.87
2021-04-03 17:15:00,358.235,285.46,495.3675
2021-04-03 17:30:00,361.24,289.83,493.865
2021-04-03 17:45:00,364.245,294.2,492.3625
2021-04-03 18:00:00,367.25,298.57,490.86
2021-04-03 18:15:00,330.5575,299.425,474.0775
2021-04-03 18:30:00,293.865,300.28,457.295
2021-04-03 18:45:00,257.1725,301.135,440.51250000000005
2021-04-03 19:00:00,220.48,301.99,423.73
2021-04-03 19:15:00,211.495,234.66250000000002,378.77250000000004
2021-04-03 19:30:00,202.51,167.335,333.815
2021-04-03 19:45:00,193.52499999999998,100.0075,288.8575
2021-04-03 20:00:00,184.54,32.68,243.9
2021-04-03 20:15:00,159.89499999999998,32.6225,193.985
2021-04-03 20:30:00,135.25,32.565,144.07
2021-04-03 20:45:00,110.60499999999999,32.5075,94.155
2021-04-03 21:00:00,85.96,32.45,44.24
2021-04-03 21:15:00,86.3775,32.682500000000005,66.1275
2021-04-03 21:30:00,86.79499999999999,32.915000000000006,88.01499999999999
2021-04-03 21:45:00,87.21249999999999,33.1475,109.9025
2021-04-03 22:00:00,87.63,33.38,131.79
2021-04-03 22:15:00,84.74,33.1525,113.185
2021-04-03 22:30:00,81.85,32.925,94.58
2021-04-03 22:45:00,78.96,32.6975,75.975
2021-04-03 23:00:00,76.07,32.47,57.37
2021-04-03 23:15:00,76.07749999999999,32.4725,53.155
2021-04-03 23:30:00,76.085,32.474999999999994,48.94
2021-04-03 23:45:00,76.0925,32.4775,44.724999999999994
2021-04-04 00:00:00,76.1,32.48,40.51
2021-04-04 00:15:00,76.87,32.4775,40.29
2021-04-04 00:30:00,77.64,32.474999999999994,40.07
2021-04-04 00:45:00,78.41,32.4725,39.85
2021-04-04 01:00:00,79.18,32.47,39.63
2021-04-04 01:15:00,79.5875,32.465,46.8575
2021-04-04 01:30:00,79.995,32.46,54.08500000000001
2021-04-04 01:45:00,80.4025,32.455,61.31250000000001
2021-04-04 02:00:00,80.81,32.45,68.54
2021-04-04 02:15:00,113.4475,34.542500000000004,93.52250000000001
2021-04-04 02:30:00,146.085,36.635000000000005,118.505
2021-04-04 02:45:00,178.72250000000003,38.7275,143.4875
2021-04-04 03:00:00,211.36,40.82,168.47
2021-04-04 03:15:00,213.7475,40.615,164.755
2021-04-04 03:30:00,216.135,40.41,161.04000000000002
2021-04-04 03:45:00,218.5225,40.205,157.32500000000002
2021-04-04 04:00:00,220.91,40.0,153.61
2021-04-04 04:15:00,284.1625,53.7775,178.47250000000003
2021-04-04 04:30:00,347.415,67.555,203.335
2021-04-04 04:45:00,410.6675,81.3325,228.1975
2021-04-04 05:00:00,473.92,95.11,253.06
2021-04-04 05:15:00,507.595,141.7375,248.9625
2021-04-04 05:30:00,541.27,188.365,244.865
2021-04-04 05:45:00,574.945,234.9925,240.76749999999998
2021-04-04 06:00:00,608.62,281.62,236.67
2021-04-04 06:15:00,617.9675,303.245,286.085
2021-04-04 06:30:00,627.315,324.87,335.5
2021-04-04 06:45:00,636.6625,346.495,384.91499999999996
2021-04-04 07:00:00,646.01,368.12,434.33
2021-04-04 07:15:00,654.575,368.11,461.14
2021-04-04 07:30:00,663.14,368.1,487.95000000000005
2021-04-04 07:45:00,671.7049999999999,368.09,514.76
2021-04-04 08:00:00,680.27,368.08,541.57
2021-04-04 08:15:00,685.1775,369.47249999999997,535.0600000000001
2021-04-04 08:30:00,690.085,370.865,528.55
2021-04-04 08:45:00,694.9925,372.2575,522.04
2021-04-04 09:00:00,699.9,373.65,515.53
2021-04-04 09:15:00,699.385,373.85749999999996,533.68
